country,year,under_5yo_deaths,norm_deaths_pct,norm_with_pts,norm_pts_log5
Nicaragua,2014.0,1.8263636363636364,0.8868298293820691,4.434149146910346,28.37855454022621
Maldives,2014.0,1.8718181818181816,0.8836347370439006,4.418173685219503,28.27631158540482
Ecuador,2014.0,1.8827272727272728,0.8828679148827401,4.414339574413701,28.251773276247683
Peru,2014.0,1.9372727272727277,0.8790338040769379,4.39516902038469,28.129081730462012
Iran,2014.0,1.991818181818182,0.8751996932711356,4.375998466355678,28.006390184676338
Turkey,2014.0,2.0009090909090905,0.8745606748035019,4.37280337401751,27.98594159371206
Niue,2014.0,2.047272727272728,0.8713016806185698,4.35650840309285,27.881653779794235
Egypt,2014.0,2.130909090909091,0.8654227107163397,4.3271135535816985,27.69352674292287
Honduras,2014.0,2.16,0.8633778516199118,4.316889258099559,27.628091251837176
Cape Verde,2014.0,2.2454545454545456,0.8573710780241549,4.286855390120775,27.435874496772957
Kyrgyzstan,2014.0,2.2563636363636363,0.8566042558629945,4.283021279314973,27.411336187615824
Marshall Islands,2014.0,2.3045454545454542,0.8532174579845357,4.266087289922679,27.302958655505144
Fiji,2014.0,2.325454545454545,0.8517477155089782,4.258738577544891,27.255926896287303
Mongolia,2014.0,2.329090909090909,0.8514921081219247,4.257460540609623,27.24774745990159
Syria,2014.0,2.349090909090909,0.8500862674931305,4.250431337465653,27.202760559780177
Iraq,2014.0,2.4072727272727272,0.8459965493002748,4.229982746501374,27.071889577608793
Algeria,2014.0,2.4390909090909094,0.8437599846635567,4.218799923317784,27.000319509233815
Morocco,2014.0,2.4672727272727277,0.8417790274138923,4.208895137069462,26.936928877244554
Brazil,2014.0,2.4718181818181817,0.8414595181800755,4.207297590900377,26.926704581762415
Dominica,2014.0,2.5090909090909093,0.8388395424627771,4.194197712313886,26.84286535880887
Uzbekistan,2014.0,2.6445454545454545,0.8293181672950348,4.146590836475174,26.538181353441114
Philippines,2014.0,2.6818181818181817,0.8266981915777366,4.133490957888683,26.45434213048757
Guatemala,2014.0,2.748181818181818,0.8220333567640105,4.110166783820052,26.305067416448335
Guyana,2014.0,2.7936363636363635,0.818838264425842,4.09419132212921,26.202824461626943
Vanuatu,2014.0,2.8063636363636366,0.8179436385711547,4.0897181928557735,26.17419643427695
Suriname,2014.0,2.9263636363636363,0.8095085947983897,4.047542973991948,25.90427503354847
Solomon Islands,2014.0,2.95,0.807847146782542,4.03923573391271,25.851108697041344
Dominican Republic,2014.0,2.9845454545454544,0.8054188766055339,4.02709438302767,25.773404051377085
Nauru,2014.0,3.1036363636363635,0.7970477346795323,3.9852386733976615,25.505527509745033
Indonesia,2014.0,3.17,0.7923828998658061,3.961914499329031,25.356252795705796
Turkmenistan,2014.0,3.2454545454545456,0.7870790465844463,3.935395232922232,25.18652949070228
Azerbaijan,2014.0,3.315454545454545,0.7821586043836667,3.910793021918333,25.029075340277334
Sao Tome and Principe,2014.0,3.394545454545455,0.7765991437152533,3.882995718576266,24.851172598888105
Bolivia,2014.0,3.722727272727273,0.7535305770336762,3.767652885168381,24.11297846507764
East Timor,2014.0,3.789090909090909,0.7488657422199502,3.744328711099751,23.963703751038405
Tajikistan,2014.0,3.7981818181818174,0.7482267237523164,3.741133618761582,23.943255160074123
Bhutan,2014.0,4.000909090909091,0.7339766119240846,3.669883059620423,23.487251581570707
Nepal,2014.0,4.0181818181818185,0.7327624768355805,3.6638123841779024,23.448399258738576
Cambodia,2014.0,4.036363636363636,0.7314844399003131,3.657422199501565,23.40750207681002
Kiribati,2014.0,4.037272727272728,0.7314205380535497,3.657102690267749,23.40545721771359
Gabon,2014.0,4.067272727272727,0.7293117771103586,3.646558885551793,23.337976867531474
Bangladesh,2014.0,4.147272727272727,0.7236884145951819,3.618442072975909,23.15802926704582
Namibia,2014.0,4.296363636363636,0.713208511725989,3.566042558629945,22.822672375231647
South Africa,2014.0,4.56,0.6946769761646112,3.473384880823056,22.22966323726756
World,2014.0,4.567272727272727,0.6941657613905042,3.4708288069525213,22.213304364496135
Botswana,2014.0,4.665454545454545,0.6872643619400601,3.4363218097003005,21.992459582081924
India,2014.0,4.821818181818181,0.6762732442967603,3.3813662214838014,21.64074381749633
Gambia,2014.0,4.973636363636364,0.6656016358872772,3.328008179436386,21.29925234839287
Kenya,2014.0,5.0181818181818185,0.662470445395872,3.31235222697936,21.199054252667903
Congo,2014.0,5.240909090909091,0.646814492938846,3.23407246469423,20.69806377404307
Equatorial Guinea,2014.0,5.254545454545455,0.6458559652373954,3.229279826186977,20.667390887596653
Yemen,2014.0,5.300909090909091,0.6425969710524635,3.212984855262317,20.563103073678832
Myanmar,2014.0,5.38,0.6370375103840502,3.185187551920251,20.385200332289607
Laos,2014.0,5.4809090909090905,0.6299444053933159,3.1497220269665798,20.158220972586108
Mauritania,2014.0,5.538181818181818,0.6259185890472235,3.129592945236117,20.029394849511153
Sudan,2014.0,5.579999999999999,0.6229791040961085,3.1148955204805424,19.93533133107547
Djibouti,2014.0,5.916363636363636,0.599335420793661,2.996677103968305,19.17873346539715
Eswatini,2014.0,5.9327272727272735,0.5981851875519202,2.990925937759601,19.141926001661446
Rwanda,2014.0,5.962727272727273,0.5960764266087291,2.980382133043645,19.07444565147933
Eritrea,2014.0,6.011818181818182,0.5926257268835069,2.9631286344175347,18.96402326027222
Papua New Guinea,2014.0,6.027272727272727,0.5915393954885296,2.957696977442648,18.929260655632948
Senegal,2014.0,6.153636363636363,0.582657038788421,2.913285193942105,18.645025241229472
Zimbabwe,2014.0,6.211818181818182,0.5785673205955653,2.8928366029778263,18.51415425905809
Comoros,2014.0,6.346363636363637,0.5691098472745862,2.845549236372931,18.21151511278676
Ghana,2014.0,6.594545454545455,0.5516646431081859,2.7583232155409294,17.653268579461947
Zambia,2014.0,6.664545454545455,0.5467442009074062,2.733721004537031,17.495814429036997
Afghanistan,2014.0,6.6827272727272735,0.5454661639721388,2.727330819860694,17.45491724710844
Madagascar,2014.0,6.941818181818181,0.5272541376445781,2.6362706882228903,16.872132404626498
Tanzania,2014.0,6.990909090909091,0.5238034379193559,2.6190171895967795,16.76171001341939
Ethiopia,2014.0,7.118181818181818,0.5148571793724839,2.57428589686242,16.475429739919484
Pakistan,2014.0,7.286363636363637,0.5030353377212602,2.515176688606301,16.097130807080326
Uganda,2014.0,7.431818181818182,0.4928110422391207,2.464055211195604,15.769953351651862
Angola,2014.0,7.69,0.4746629177583232,2.373314588791616,15.189213368266342
Liberia,2014.0,7.72,0.472554156815132,2.36277078407566,15.121733018084225
Lesotho,2014.0,7.751818181818181,0.470317592178414,2.3515879608920702,15.050162949709248
Malawi,2014.0,7.763636363636365,0.4694868681704901,2.3474343408524505,15.023579781455684
Togo,2014.0,7.973636363636363,0.4547255415681513,2.273627707840757,14.551217330180842
Burundi,2014.0,8.277272727272727,0.4333823247491852,2.1669116237459263,13.868234391973926
Democratic Republic of Congo,2014.0,8.398181818181818,0.4248833791296569,2.1244168956482845,13.59626813214902
Haiti,2014.0,8.612727272727271,0.4098025432935013,2.0490127164675065,13.113681385392042
Cameroon,2014.0,8.873636363636363,0.3914627132724136,1.9573135663620684,12.526806824717236
Guinea-Bissau,2014.0,8.955454545454545,0.3857115470637102,1.9285577353185512,12.342769506038726
Mozambique,2014.0,9.011818181818182,0.3817496325643811,1.9087481628219052,12.215988242060195
Cote d'Ivoire,2014.0,9.268181818181818,0.3637293117771104,1.8186465588855525,11.639337976867532
Benin,2014.0,10.195454545454544,0.2985494280784715,1.4927471403923576,9.553581698511088
South Sudan,2014.0,10.825454545454546,0.254265448271455,1.2713272413572752,8.13649434468656
Somalia,2014.0,11.467272727272729,0.2091507444565148,1.045753722282574,6.6928238226084735
Guinea,2014.0,11.764545454545454,0.1882548405648924,0.941274202824462,6.0241548980765565
Nigeria,2014.0,12.645454545454545,0.1263339510511855,0.6316697552559275,4.042686433637936
Burkina Faso,2014.0,12.64909090909091,0.1260783436641318,0.6303917183206592,4.034506997252217
Sierra Leone,2014.0,12.952727272727271,0.1047351268451659,0.5236756342258297,3.3515240590453086
Niger,2014.0,13.067272727272728,0.0966834941529809,0.4834174707649047,3.093871812895389
Chad,2014.0,13.18,0.0887596651543229,0.4437983257716149,2.840309284938333
Mali,2014.0,13.792727272727271,0.0456898204358106,0.228449102179053,1.4620742539459393
Central African Republic,2014.0,14.442727272727272,0.0,0.0,0.0
